pub_date	title	venue	excerpt url_slug	paper_url
2022	Leveraging intentional factors and task context to predict linguistic norm adherence	CogSci	Modeled human linguistic politeness norms with machine lerning to predict when robots should use politeness modifiers. paper-title-number-1	http://academicpages.github.io/files/cogsci2022.pdf
